Date,UserID,TripID,Event
2022-01-10 19:11:20,775,64,view_schedule
2022-01-10 19:14:20,775,64,travellers_sharing
2022-01-10 19:49:15,971,160,description
2022-01-10 19:51:29,971,160,detail_plan
2022-01-10 19:52:50,38,5,description
2022-01-10 19:53:00,971,160,view_schedule
2022-01-10 19:54:36,38,5,detail_plan
2022-01-10 19:54:47,971,160,travellers_sharing
2022-01-10 19:57:31,38,5,view_schedule
2022-01-10 19:58:58,38,5,travellers_sharing
2022-01-10 19:58:59,398,141,description
2022-01-10 20:00:49,398,141,detail_plan
2022-01-10 20:02:13,398,141,view_schedule
2022-01-10 20:03:58,398,141,travellers_sharing
2022-01-10 20:48:43,573,125,description
2022-01-10 20:49:11,573,125,detail_plan
2022-01-10 20:51:03,573,125,view_schedule
2022-01-10 20:52:32,292,64,description
2022-01-10 20:53:36,573,125,travellers_sharing
2022-01-10 20:54:59,292,64,detail_plan
2022-01-10 20:55:58,676,202,description
2022-01-10 20:56:12,676,202,travellers_sharing
2022-01-10 20:56:32,292,64,view_schedule
2022-01-10 20:57:32,292,64,travellers_sharing
2022-01-10 21:45:48,102,11,description
2022-01-10 21:46:03,102,11,view_schedule
2022-01-10 21:47:10,102,11,travellers_sharing
2022-01-10 22:04:46,506,4,description
2022-01-10 22:05:49,506,4,detail_plan
2022-01-10 22:08:02,506,4,view_schedule
2022-01-10 22:09:05,506,4,travellers_sharing
2022-01-10 22:15:30,510,25,description
2022-01-10 22:17:28,510,25,detail_plan
2022-01-10 22:18:54,510,25,view_schedule
2022-01-10 22:19:59,510,25,travellers_sharing
2022-01-10 22:42:29,764,150,description
2022-01-10 22:43:24,764,150,detail_plan
2022-01-10 22:45:50,764,150,view_schedule
2022-01-10 22:46:45,764,150,travellers_sharing
2022-01-10 22:56:50,1183,172,description
2022-01-10 22:57:17,1183,172,detail_plan
2022-01-10 22:58:11,1183,172,view_schedule
2022-01-10 22:59:16,1183,172,travellers_sharing
2022-01-10 23:07:57,1190,97,description
2022-01-10 23:10:26,1190,97,detail_plan
2022-01-10 23:12:47,1190,97,view_schedule
2022-01-10 23:14:27,1190,97,travellers_sharing
2022-01-10 23:43:59,952,104,description
2022-01-10 23:45:23,952,104,detail_plan
2022-01-10 23:48:03,952,104,view_schedule
2022-01-10 23:48:51,952,104,travellers_sharing
2022-01-10 23:50:30,793,247,description
2022-01-10 23:51:16,793,247,detail_plan
2022-01-10 23:52:21,793,247,view_schedule
2022-01-10 23:54:40,793,247,travellers_sharing
2022-01-11 00:39:17,153,135,description
2022-01-11 00:40:54,153,135,detail_plan
2022-01-11 00:41:57,153,135,view_schedule
2022-01-11 00:43:25,153,135,travellers_sharing
2022-01-11 00:46:44,291,69,description
2022-01-11 00:48:08,291,69,detail_plan
2022-01-11 00:49:46,291,69,travellers_sharing
2022-01-11 01:15:58,819,3,description
2022-01-11 01:17:13,819,3,view_schedule
2022-01-11 01:17:21,819,3,travellers_sharing
2022-01-11 01:28:11,832,26,description
2022-01-11 01:30:23,832,26,detail_plan
2022-01-11 01:31:56,832,26,view_schedule
2022-01-11 01:33:52,832,26,travellers_sharing
2022-01-11 02:18:36,602,297,description
2022-01-11 02:21:30,602,297,detail_plan
2022-01-11 02:21:57,602,297,view_schedule
2022-01-11 02:23:21,602,297,travellers_sharing
2022-01-11 03:12:21,1149,215,description
2022-01-11 03:15:00,1149,215,detail_plan
2022-01-11 03:17:35,1149,215,view_schedule
2022-01-11 03:18:04,1149,215,travellers_sharing
2022-01-11 03:18:45,8,241,description
2022-01-11 03:18:53,21,55,description
2022-01-11 03:19:14,21,55,detail_plan
2022-01-11 03:19:18,8,241,detail_plan
2022-01-11 03:20:24,8,241,view_schedule
2022-01-11 03:20:52,8,241,travellers_sharing
2022-01-11 03:20:54,21,55,view_schedule
2022-01-11 03:21:21,21,55,travellers_sharing
2022-01-11 03:28:43,826,252,description
2022-01-11 03:31:34,826,252,view_schedule
2022-01-11 03:32:45,826,252,travellers_sharing
2022-01-11 04:38:30,266,214,description
2022-01-11 04:39:13,471,203,description
2022-01-11 04:40:06,471,203,view_schedule
2022-01-11 04:40:56,266,214,view_schedule
2022-01-11 04:41:17,266,214,travellers_sharing
2022-01-11 04:43:00,471,203,travellers_sharing
2022-01-11 04:43:05,563,139,description
2022-01-11 04:44:24,563,139,detail_plan
2022-01-11 04:45:10,563,139,view_schedule
2022-01-11 04:46:37,563,139,travellers_sharing
2022-01-11 04:49:30,199,227,description
2022-01-11 04:50:57,199,227,view_schedule
2022-01-11 04:51:59,199,227,travellers_sharing
2022-01-11 05:05:54,487,14,description
2022-01-11 05:07:41,487,14,detail_plan
2022-01-11 05:10:20,487,14,view_schedule
2022-01-11 05:22:01,375,163,description
2022-01-11 05:24:19,375,163,detail_plan
2022-01-11 05:25:38,375,163,travellers_sharing
2022-01-11 06:44:50,100,43,description
2022-01-11 06:45:32,368,261,description
2022-01-11 06:47:41,100,43,detail_plan
2022-01-11 06:47:57,368,261,travellers_sharing
2022-01-11 06:50:24,100,43,view_schedule
2022-01-11 06:51:04,100,43,travellers_sharing
2022-01-11 07:16:28,51,53,description
2022-01-11 07:16:56,51,53,detail_plan
2022-01-11 07:19:24,51,53,view_schedule
2022-01-11 07:20:12,51,53,travellers_sharing
2022-01-11 07:40:41,803,26,description
2022-01-11 07:43:38,803,26,detail_plan
2022-01-11 07:44:18,803,26,view_schedule
2022-01-11 07:46:31,803,26,travellers_sharing
2022-01-11 07:47:17,1078,24,description
2022-01-11 07:49:03,1078,24,detail_plan
2022-01-11 07:49:57,1078,24,view_schedule
2022-01-11 07:50:03,1078,24,travellers_sharing
2022-01-11 07:51:19,143,115,description
2022-01-11 07:53:07,143,115,detail_plan
2022-01-11 07:54:45,143,115,view_schedule
2022-01-11 07:55:03,143,115,travellers_sharing
2022-01-11 08:06:57,328,241,description
2022-01-11 08:07:56,328,241,detail_plan
2022-01-11 08:08:48,328,241,view_schedule
2022-01-11 08:09:44,525,109,description
2022-01-11 08:11:04,525,109,detail_plan
2022-01-11 08:11:43,328,241,travellers_sharing
2022-01-11 08:11:59,525,109,view_schedule
2022-01-11 08:12:47,525,109,travellers_sharing
2022-01-11 08:14:17,222,12,description
2022-01-11 08:17:07,222,12,detail_plan
2022-01-11 08:17:31,222,92,description
2022-01-11 08:17:49,222,12,view_schedule
2022-01-11 08:18:11,222,12,travellers_sharing
2022-01-11 08:18:42,222,92,detail_plan
2022-01-11 08:21:12,222,92,view_schedule
2022-01-11 08:29:10,1148,78,description
2022-01-11 08:29:51,17,97,description
2022-01-11 08:30:04,1148,78,detail_plan
2022-01-11 08:32:24,17,97,detail_plan
2022-01-11 08:32:41,1148,78,view_schedule
2022-01-11 08:33:14,17,97,view_schedule
2022-01-11 08:34:05,17,97,travellers_sharing
2022-01-11 08:34:42,1148,78,travellers_sharing
2022-01-11 08:46:53,1153,166,description
2022-01-11 08:49:33,1153,166,detail_plan
2022-01-11 08:50:23,1153,166,view_schedule
2022-01-11 08:53:01,1153,166,travellers_sharing
2022-01-11 09:03:16,360,15,description
2022-01-11 09:06:01,360,15,detail_plan
2022-01-11 09:06:45,360,15,view_schedule
2022-01-11 09:08:39,360,15,travellers_sharing
2022-01-11 09:18:58,1173,174,description
2022-01-11 09:19:44,1173,174,view_schedule
2022-01-11 09:20:21,1042,252,description
2022-01-11 09:21:45,1042,252,detail_plan
2022-01-11 09:22:28,1042,252,view_schedule
2022-01-11 09:22:30,1173,174,travellers_sharing
2022-01-11 09:24:09,1042,252,travellers_sharing
2022-01-11 10:05:27,755,13,description
2022-01-11 10:07:20,755,13,detail_plan
2022-01-11 10:08:01,755,13,view_schedule
2022-01-11 10:09:46,755,13,travellers_sharing
2022-01-11 10:24:36,880,51,description
2022-01-11 10:26:42,880,51,view_schedule
2022-01-11 10:26:47,880,51,travellers_sharing
2022-01-11 11:23:46,633,154,description
2022-01-11 11:25:25,633,154,detail_plan
2022-01-11 11:26:05,954,277,description
2022-01-11 11:28:23,954,277,detail_plan
2022-01-11 11:28:23,633,154,view_schedule
2022-01-11 11:30:03,633,154,travellers_sharing
2022-01-11 11:31:12,954,277,view_schedule
2022-01-11 11:33:23,954,277,travellers_sharing
2022-01-11 11:51:56,651,241,description
2022-01-11 11:54:53,651,241,detail_plan
2022-01-11 11:55:53,651,241,view_schedule
2022-01-11 11:58:18,651,241,travellers_sharing
2022-01-11 12:28:22,526,173,description
2022-01-11 12:29:14,526,173,view_schedule
2022-01-11 12:31:01,526,173,travellers_sharing
2022-01-11 13:50:22,774,136,description
2022-01-11 13:50:48,774,136,detail_plan
2022-01-11 13:50:57,774,136,travellers_sharing
2022-01-11 14:07:43,352,110,description
2022-01-11 14:08:01,352,110,detail_plan
2022-01-11 14:10:14,352,110,view_schedule
2022-01-11 14:12:59,352,110,travellers_sharing
2022-01-11 14:37:41,971,3,description
2022-01-11 14:39:37,971,3,detail_plan
2022-01-11 14:41:33,971,3,view_schedule
2022-01-11 14:42:26,971,3,travellers_sharing
2022-01-11 15:08:02,1001,6,description
2022-01-11 15:08:33,1001,6,detail_plan
2022-01-11 15:10:03,1001,6,view_schedule
2022-01-11 15:12:40,1001,6,travellers_sharing
2022-01-11 15:22:33,1085,161,description
2022-01-11 15:23:33,1085,161,detail_plan
2022-01-11 15:23:38,1085,161,view_schedule
2022-01-11 15:25:57,1085,161,travellers_sharing
2022-01-11 16:14:18,756,26,description
2022-01-11 16:14:34,756,26,view_schedule
2022-01-11 16:42:56,139,211,description
2022-01-11 16:45:08,139,211,detail_plan
2022-01-11 16:45:44,139,211,view_schedule
2022-01-11 16:47:25,139,211,travellers_sharing
2022-01-11 17:07:07,866,217,description
2022-01-11 17:07:37,866,217,detail_plan
2022-01-11 17:08:53,866,217,travellers_sharing
2022-01-11 17:19:05,961,16,description
2022-01-11 17:19:31,961,16,detail_plan
2022-01-11 17:21:51,961,16,view_schedule
2022-01-11 17:23:39,961,16,travellers_sharing
2022-01-11 18:37:26,702,85,description
2022-01-11 18:39:11,702,85,detail_plan
2022-01-11 18:39:21,318,270,description
2022-01-11 18:41:05,702,85,view_schedule
2022-01-11 18:41:18,318,270,detail_plan
2022-01-11 18:41:53,702,85,travellers_sharing
2022-01-11 18:43:57,318,270,view_schedule
2022-01-11 18:45:43,318,270,travellers_sharing
2022-01-11 18:59:35,564,64,description
2022-01-11 19:01:24,564,64,detail_plan
2022-01-11 19:02:17,564,64,travellers_sharing
2022-01-11 19:21:12,263,174,description
2022-01-11 19:21:26,263,174,detail_plan
2022-01-11 19:21:31,263,174,travellers_sharing
2022-01-11 20:11:11,179,97,description
2022-01-11 20:12:22,179,97,detail_plan
2022-01-11 20:14:26,179,97,view_schedule
2022-01-11 20:15:23,179,97,travellers_sharing
2022-01-11 20:28:22,116,126,description
2022-01-11 20:29:37,116,126,detail_plan
2022-01-11 20:32:19,116,126,view_schedule
2022-01-11 20:33:58,116,126,travellers_sharing
2022-01-11 20:59:45,818,69,description
2022-01-11 21:00:06,510,292,description
2022-01-11 21:01:12,818,69,detail_plan
2022-01-11 21:02:06,510,292,detail_plan
2022-01-11 21:02:22,818,69,view_schedule
2022-01-11 21:03:29,510,292,view_schedule
2022-01-11 21:03:36,510,292,travellers_sharing
2022-01-11 21:04:28,818,69,travellers_sharing
2022-01-11 21:39:19,458,36,description
2022-01-11 21:40:52,458,36,detail_plan
2022-01-11 21:42:10,458,36,view_schedule
2022-01-11 21:42:52,458,36,travellers_sharing
2022-01-11 21:50:24,662,125,description
2022-01-11 21:50:40,1097,26,description
2022-01-11 21:51:50,258,159,description
2022-01-11 21:52:28,258,159,detail_plan
2022-01-11 21:53:11,662,125,detail_plan
2022-01-11 21:53:39,1097,26,view_schedule
2022-01-11 21:54:22,662,125,view_schedule
2022-01-11 21:55:20,258,159,view_schedule
2022-01-11 21:56:31,1097,26,travellers_sharing
2022-01-11 21:56:44,662,125,travellers_sharing
2022-01-11 21:57:35,258,159,travellers_sharing
2022-01-11 22:02:48,1053,57,description
2022-01-11 22:03:17,1053,57,detail_plan
2022-01-11 22:04:41,1053,57,view_schedule
2022-01-11 22:05:29,917,85,description
2022-01-11 22:06:32,917,85,view_schedule
2022-01-11 22:06:45,1053,57,travellers_sharing
2022-01-11 22:07:30,917,85,travellers_sharing
2022-01-11 22:28:48,336,56,description
2022-01-11 22:29:18,1151,176,description
2022-01-11 22:29:47,1151,176,detail_plan
2022-01-11 22:31:19,1151,176,view_schedule
2022-01-11 22:31:31,336,56,detail_plan
2022-01-11 22:33:06,336,56,view_schedule
2022-01-11 22:34:02,1151,176,travellers_sharing
2022-01-11 22:35:36,336,56,travellers_sharing
2022-01-11 22:40:06,810,78,description
2022-01-11 22:40:47,810,78,travellers_sharing
2022-01-11 22:42:39,503,186,description
2022-01-11 22:44:19,503,186,detail_plan
2022-01-11 22:46:43,503,186,view_schedule
2022-01-11 22:47:33,503,186,travellers_sharing
2022-01-11 23:07:49,472,145,description
2022-01-11 23:10:01,472,145,detail_plan
2022-01-11 23:10:27,472,145,view_schedule
2022-01-11 23:12:13,472,145,travellers_sharing
2022-01-11 23:33:58,575,268,description
2022-01-11 23:36:07,575,268,detail_plan
2022-01-11 23:37:17,575,268,view_schedule
2022-01-12 00:04:17,245,92,description
2022-01-12 00:06:16,245,92,detail_plan
2022-01-12 00:06:49,245,92,view_schedule
2022-01-12 00:06:50,94,286,description
2022-01-12 00:08:08,94,286,detail_plan
2022-01-12 00:08:28,245,92,travellers_sharing
2022-01-12 00:10:05,94,286,travellers_sharing
2022-01-12 00:21:57,406,150,description
2022-01-12 00:22:32,406,150,view_schedule
2022-01-12 00:22:36,214,26,description
2022-01-12 00:24:08,214,26,detail_plan
2022-01-12 00:24:48,214,26,view_schedule
2022-01-12 00:25:26,406,150,travellers_sharing
2022-01-12 00:26:10,214,26,travellers_sharing
2022-01-12 01:49:17,237,225,description
2022-01-12 01:50:11,1113,4,description
2022-01-12 01:50:40,237,225,detail_plan
2022-01-12 01:52:26,1113,4,detail_plan
2022-01-12 01:52:41,1113,4,travellers_sharing
2022-01-12 01:53:21,237,225,view_schedule
2022-01-12 01:54:21,237,225,travellers_sharing
2022-01-12 02:28:56,4,219,description
2022-01-12 02:29:20,306,258,description
2022-01-12 02:30:06,4,219,detail_plan
2022-01-12 02:30:25,306,258,view_schedule
2022-01-12 02:31:04,306,258,travellers_sharing
2022-01-12 02:33:05,4,219,view_schedule
2022-01-12 02:34:48,4,219,travellers_sharing
2022-01-12 02:40:51,1029,42,description
2022-01-12 02:42:55,1029,42,detail_plan
2022-01-12 02:45:52,1029,42,view_schedule
2022-01-12 02:48:14,1029,42,travellers_sharing
2022-01-12 02:57:32,950,18,description
2022-01-12 03:00:30,950,18,view_schedule
2022-01-12 03:02:49,950,18,travellers_sharing
2022-01-12 03:24:46,47,96,description
2022-01-12 03:25:12,47,96,detail_plan
2022-01-12 03:27:48,47,96,view_schedule
2022-01-12 03:29:01,47,96,travellers_sharing
2022-01-12 04:57:23,700,193,description
2022-01-12 04:58:23,700,193,detail_plan
2022-01-12 05:00:02,700,193,view_schedule
2022-01-12 05:01:20,700,193,travellers_sharing
2022-01-12 05:02:30,394,265,description
2022-01-12 05:04:55,394,265,detail_plan
2022-01-12 05:05:28,394,265,travellers_sharing
2022-01-12 05:28:19,778,2,description
2022-01-12 05:29:48,778,2,detail_plan
2022-01-12 05:31:25,778,2,view_schedule
2022-01-12 05:32:28,778,2,travellers_sharing
2022-01-12 05:37:21,82,193,description
2022-01-12 05:39:44,82,193,detail_plan
2022-01-12 05:40:50,82,193,travellers_sharing
2022-01-12 06:17:00,195,21,description
2022-01-12 06:18:37,195,21,detail_plan
2022-01-12 06:19:23,195,21,view_schedule
2022-01-12 06:20:54,195,21,travellers_sharing
2022-01-12 06:37:35,850,266,description
2022-01-12 06:39:39,850,266,view_schedule
2022-01-12 06:41:35,850,266,travellers_sharing
2022-01-12 07:37:27,532,83,description
2022-01-12 07:38:25,216,204,description
2022-01-12 07:39:08,532,83,detail_plan
2022-01-12 07:39:49,532,83,view_schedule
2022-01-12 07:41:02,216,204,detail_plan
2022-01-12 07:41:39,532,83,travellers_sharing
2022-01-12 08:02:32,537,6,description
2022-01-12 08:05:25,537,6,detail_plan
2022-01-12 08:09:21,1035,150,description
2022-01-12 08:10:15,1035,150,detail_plan
2022-01-12 08:12:03,1035,150,travellers_sharing
2022-01-12 08:13:10,963,106,description
2022-01-12 08:16:05,963,106,travellers_sharing
2022-01-12 08:23:41,501,252,description
2022-01-12 08:26:35,501,252,detail_plan
2022-01-12 08:26:41,501,252,travellers_sharing
2022-01-12 08:47:47,271,208,description
2022-01-12 08:49:15,271,208,detail_plan
2022-01-12 08:52:06,271,208,view_schedule
2022-01-12 08:52:23,271,208,travellers_sharing
2022-01-12 09:31:50,135,157,description
2022-01-12 09:33:24,135,157,detail_plan
2022-01-12 09:35:03,135,157,travellers_sharing
2022-01-12 09:36:32,654,150,description
2022-01-12 09:37:52,654,150,detail_plan
2022-01-12 09:39:38,654,150,view_schedule
2022-01-12 09:40:53,654,150,travellers_sharing
2022-01-12 10:49:22,1019,40,description
2022-01-12 10:50:38,1019,40,detail_plan
2022-01-12 10:51:07,1019,40,travellers_sharing
2022-01-12 10:54:09,618,88,description
2022-01-12 10:54:43,618,88,detail_plan
2022-01-12 10:55:59,618,88,view_schedule
2022-01-12 10:57:50,618,88,travellers_sharing
2022-01-12 12:05:40,314,30,description
2022-01-12 12:07:45,314,30,view_schedule
2022-01-12 12:10:32,314,30,travellers_sharing
2022-01-12 12:15:05,411,273,description
2022-01-12 12:17:01,411,273,detail_plan
2022-01-12 12:21:57,937,160,description
2022-01-12 12:22:49,937,160,detail_plan
2022-01-12 12:23:05,937,160,view_schedule
2022-01-12 12:23:39,937,160,travellers_sharing
2022-01-12 12:26:35,850,295,description
2022-01-12 12:29:32,850,295,detail_plan
2022-01-12 12:30:03,850,295,view_schedule
2022-01-12 12:33:02,850,295,travellers_sharing
2022-01-12 12:44:01,390,247,description
2022-01-12 12:45:38,390,247,detail_plan
2022-01-12 12:46:28,390,247,view_schedule
2022-01-12 12:48:17,390,247,travellers_sharing
2022-01-12 12:49:58,633,45,description
2022-01-12 12:51:00,633,45,detail_plan
2022-01-12 12:53:19,633,45,view_schedule
2022-01-12 12:53:28,633,45,travellers_sharing
2022-01-12 12:56:29,181,189,description
2022-01-12 12:56:53,1119,232,description
2022-01-12 12:57:12,181,189,detail_plan
2022-01-12 12:57:36,1119,232,detail_plan
2022-01-12 12:58:45,1119,232,view_schedule
2022-01-12 12:58:57,181,189,view_schedule
2022-01-12 13:03:53,940,261,description
2022-01-12 13:04:02,940,261,detail_plan
2022-01-12 13:05:59,940,261,view_schedule
2022-01-12 13:08:39,940,261,travellers_sharing
2022-01-12 13:13:02,928,19,description
2022-01-12 13:13:55,928,19,detail_plan
2022-01-12 13:14:03,928,19,view_schedule
2022-01-12 13:14:48,928,19,travellers_sharing
2022-01-12 14:22:01,1005,32,description
2022-01-12 14:22:22,1005,32,detail_plan
2022-01-12 14:24:47,1005,32,view_schedule
2022-01-12 14:26:35,1005,32,travellers_sharing
2022-01-12 16:10:23,473,273,description
2022-01-12 16:10:41,473,273,detail_plan
2022-01-12 16:12:58,473,273,travellers_sharing
2022-01-12 16:18:11,649,231,description
2022-01-12 16:19:05,649,231,detail_plan
2022-01-12 16:19:42,649,231,view_schedule
2022-01-12 16:20:48,649,231,travellers_sharing
2022-01-12 16:25:19,171,60,description
2022-01-12 16:27:54,735,36,description
2022-01-12 16:27:55,171,60,detail_plan
2022-01-12 16:29:53,171,60,view_schedule
2022-01-12 16:30:18,735,36,detail_plan
2022-01-12 16:30:47,735,36,view_schedule
2022-01-12 16:31:14,959,96,description
2022-01-12 16:31:17,171,60,travellers_sharing
2022-01-12 16:31:41,959,96,detail_plan
2022-01-12 16:32:03,735,36,travellers_sharing
2022-01-12 16:33:27,959,96,view_schedule
2022-01-12 16:33:56,959,96,travellers_sharing
2022-01-12 17:26:13,316,77,description
2022-01-12 17:28:44,316,77,detail_plan
2022-01-12 17:38:06,52,293,description
2022-01-12 17:38:44,52,293,detail_plan
2022-01-12 17:41:20,52,293,view_schedule
2022-01-12 17:43:08,52,293,travellers_sharing
2022-01-12 18:04:56,101,55,description
2022-01-12 18:06:39,101,55,detail_plan
2022-01-12 18:09:29,101,55,view_schedule
2022-01-12 18:10:20,101,55,travellers_sharing
2022-01-12 18:38:44,732,267,description
2022-01-12 18:39:48,732,267,detail_plan
2022-01-12 18:40:39,732,267,view_schedule
2022-01-12 18:41:12,732,267,travellers_sharing
2022-01-12 19:04:13,369,125,description
2022-01-12 19:06:01,369,125,detail_plan
2022-01-12 19:07:36,369,125,view_schedule
2022-01-12 19:07:46,369,125,travellers_sharing
2022-01-12 19:09:50,571,182,description
2022-01-12 19:10:39,571,182,detail_plan
2022-01-12 19:11:13,1045,195,description
2022-01-12 19:11:53,1045,195,detail_plan
2022-01-12 19:12:21,571,182,view_schedule
2022-01-12 19:12:59,1045,195,travellers_sharing
2022-01-12 19:15:19,571,182,travellers_sharing
2022-01-12 20:13:57,347,279,description
2022-01-12 20:14:27,347,279,detail_plan
2022-01-12 20:15:38,225,114,description
2022-01-12 20:15:59,347,279,view_schedule
2022-01-12 20:17:44,225,114,detail_plan
2022-01-12 20:19:00,1166,60,description
2022-01-12 20:19:26,225,114,view_schedule
2022-01-12 20:21:15,225,114,travellers_sharing
2022-01-12 20:21:58,1166,60,detail_plan
2022-01-12 20:22:46,1166,60,view_schedule
2022-01-12 20:23:28,1166,60,travellers_sharing
2022-01-12 21:00:03,500,108,description
2022-01-12 21:02:40,500,108,detail_plan
2022-01-12 21:04:57,500,108,travellers_sharing
2022-01-12 21:13:40,758,270,description
2022-01-12 21:16:23,758,270,detail_plan
2022-01-12 21:16:58,758,270,view_schedule
2022-01-12 21:19:22,758,270,travellers_sharing
2022-01-12 21:28:13,367,5,description
2022-01-12 21:29:56,367,5,detail_plan
2022-01-12 21:30:34,367,5,view_schedule
2022-01-12 21:32:14,908,26,description
2022-01-12 21:32:28,367,5,travellers_sharing
2022-01-12 21:34:35,908,26,detail_plan
2022-01-12 21:36:19,908,26,view_schedule
2022-01-12 21:36:33,908,26,travellers_sharing
2022-01-12 21:56:40,114,297,description
2022-01-12 21:57:09,691,125,description
2022-01-12 21:58:06,114,297,view_schedule
2022-01-12 21:59:17,114,297,travellers_sharing
2022-01-12 21:59:49,691,125,detail_plan
2022-01-12 22:00:17,691,125,view_schedule
2022-01-12 22:00:22,691,125,travellers_sharing
2022-01-12 22:19:39,150,295,description
2022-01-12 22:22:04,150,295,view_schedule
2022-01-12 22:22:18,150,295,travellers_sharing
2022-01-12 22:33:10,716,35,description
2022-01-12 22:35:27,716,35,travellers_sharing
2022-01-12 22:44:42,488,242,description
2022-01-12 22:45:00,488,242,detail_plan
2022-01-12 22:47:55,488,242,travellers_sharing
2022-01-12 22:53:53,829,166,description
2022-01-12 22:56:17,829,166,detail_plan
2022-01-12 22:59:12,829,166,view_schedule
2022-01-12 23:01:39,829,166,travellers_sharing
2022-01-12 23:10:32,536,56,description
2022-01-12 23:11:50,536,56,detail_plan
2022-01-12 23:12:24,536,56,view_schedule
2022-01-12 23:13:10,536,56,travellers_sharing
2022-01-12 23:39:17,1065,161,description
2022-01-12 23:41:10,1065,161,detail_plan
2022-01-12 23:41:49,1065,161,view_schedule
2022-01-12 23:44:45,1065,161,travellers_sharing
2022-01-12 23:53:43,251,183,description
2022-01-12 23:53:52,710,168,description
2022-01-12 23:55:32,251,183,detail_plan
2022-01-12 23:56:12,710,168,detail_plan
2022-01-12 23:56:54,710,168,view_schedule
2022-01-12 23:58:02,251,183,view_schedule
2022-01-12 23:59:52,251,183,travellers_sharing
2022-01-13 00:11:33,597,193,description
2022-01-13 00:12:12,597,193,detail_plan
2022-01-13 00:14:16,597,193,view_schedule
2022-01-13 00:15:41,597,193,travellers_sharing
2022-01-13 00:46:13,640,253,description
2022-01-13 00:46:32,640,253,detail_plan
2022-01-13 00:47:21,640,253,view_schedule
2022-01-13 00:48:27,640,253,travellers_sharing
2022-01-13 01:16:35,480,37,description
2022-01-13 01:17:25,480,37,detail_plan
2022-01-13 01:20:11,480,37,view_schedule
2022-01-13 01:20:30,480,37,travellers_sharing
2022-01-13 02:04:43,417,16,description
2022-01-13 02:05:15,281,231,description
2022-01-13 02:06:06,281,231,detail_plan
2022-01-13 02:06:14,281,231,view_schedule
2022-01-13 02:06:39,281,231,travellers_sharing
2022-01-13 02:07:25,417,16,detail_plan
2022-01-13 02:09:00,417,16,view_schedule
